"column","species","row","plot","year","month"
"c08","0","r02","MJ1C",2002,7
"c08","イワフジツボ","r03","MJ1C",2002,7
"c08","イワフジツボ","r04","MJ1C",2002,7
"c08","イワフジツボ","r05","MJ1C",2002,7
"c08","0","r06","MJ1C",2002,7
"c08","0","r07","MJ1C",2002,7
"c08","ムラサキインコガイ","r08","MJ1C",2002,7
"c08","ムラサキインコガイ","r09","MJ1C",2002,7
"c08","ムラサキインコガイ","r10","MJ1C",2002,7
"c08","ムラサキインコガイ","r11","MJ1C",2002,7
"c08","ムラサキインコガイ","r12","MJ1C",2002,7
"c08","石灰藻","r13","MJ1C",2002,7
"c08","エゾカサネカンザシ","r14","MJ1C",2002,7
"c08","エゾカサネカンザシ","r15","MJ1C",2002,7
"c08","エゾカサネカンザシ","r16","MJ1C",2002,7
"c08","エゾカサネカンザシ","r17","MJ1C",2002,7
"c08","エゾカサネカンザシ","r18","MJ1C",2002,7
"c08","エゾカサネカンザシ","r19","MJ1C",2002,7
"c08","褐藻ヘバリspp","r20","MJ1C",2002,7
"c09","0","r01","MJ1C",2002,7
"c09","死イワフジツボ","r02","MJ1C",2002,7
"c09","イワフジツボ","r03","MJ1C",2002,7
"c09","0","r04","MJ1C",2002,7
"c09","マガキ","r05","MJ1C",2002,7
"c09","0","r06","MJ1C",2002,7
"c09","イワフジツボ","r07","MJ1C",2002,7
"c09","イワフジツボ","r08","MJ1C",2002,7
"c09","0","r09","MJ1C",2002,7
"c09","ムラサキインコガイ","r10","MJ1C",2002,7
"c09","ムラサキインコガイ","r11","MJ1C",2002,7
"c09","ムラサキインコガイ","r12","MJ1C",2002,7
"c09","石灰藻","r13","MJ1C",2002,7
"c09","0","r14","MJ1C",2002,7
"c09","0","r15","MJ1C",2002,7
"c09","エゾカサネカンザシ","r16","MJ1C",2002,7
"c09","エゾカサネカンザシ","r17","MJ1C",2002,7
"c09","エゾカサネカンザシ","r18","MJ1C",2002,7
"c09","エゾカサネカンザシ","r19","MJ1C",2002,7
"c09","石灰藻","r20","MJ1C",2002,7
"c10","0","r01","MJ1C",2002,7
"c10","イワフジツボ","r02","MJ1C",2002,7
"c10","イワフジツボ","r03","MJ1C",2002,7
"c10","0","r04","MJ1C",2002,7
"c10","イワフジツボ","r05","MJ1C",2002,7
"c10","イワフジツボ","r06","MJ1C",2002,7
"c10","マガキ","r07","MJ1C",2002,7
"c10","イワフジツボ","r08","MJ1C",2002,7
"c10","0","r09","MJ1C",2002,7
"c10","0","r10","MJ1C",2002,7
"c10","マガキ","r11","MJ1C",2002,7
"c10","0","r12","MJ1C",2002,7
"c10","0","r13","MJ1C",2002,7
"c10","マガキ","r14","MJ1C",2002,7
"c10","死マガキ","r15","MJ1C",2002,7
"c10","座マツモ","r16","MJ1C",2002,7
"c10","ヒメテングサ","r17","MJ1C",2002,7
"c10","コトジツノマタ","r18","MJ1C",2002,7
"c10","エゾカサネカンザシ","r19","MJ1C",2002,7
"c10","0","r20","MJ1C",2002,7
"c01","0","r01","MJ2C",2002,7
"c01","死マガキ","r02","MJ2C",2002,7
"c01","0","r03","MJ2C",2002,7
"c01","イワフジツボ","r04","MJ2C",2002,7
"c01","0","r05","MJ2C",2002,7
"c01","死マガキ","r06","MJ2C",2002,7
"c01","ムラサキインコガイ","r07","MJ2C",2002,7
"c01","ムラサキインコガイ","r08","MJ2C",2002,7
"c01","ムラサキインコガイ","r09","MJ2C",2002,7
"c01","ムラサキインコガイ","r10","MJ2C",2002,7
"c01","死マガキ","r11","MJ2C",2002,7
"c01","ムラサキインコガイ","r12","MJ2C",2002,7
"c01","ムラサキインコガイ","r13","MJ2C",2002,7
"c01","ムラサキインコガイ","r14","MJ2C",2002,7
"c01","ムラサキインコガイ","r15","MJ2C",2002,7
"c01","死カンザシゴカイ","r16","MJ2C",2002,7
"c01","死マガキ","r17","MJ2C",2002,7
"c01","褐藻ヘバリspp","r18","MJ2C",2002,7
"c01","エゾカサネカンザシ","r19","MJ2C",2002,7
"c01","エゾカサネカンザシ","r20","MJ2C",2002,7
"c02","0","r01","MJ2C",2002,7
"c02","0","r02","MJ2C",2002,7
"c02","0","r03","MJ2C",2002,7
"c02","0","r04","MJ2C",2002,7
"c02","0","r05","MJ2C",2002,7
"c02","ムラサキインコガイ","r06","MJ2C",2002,7
"c02","ムラサキインコガイ","r07","MJ2C",2002,7
"c02","ムラサキインコガイ","r08","MJ2C",2002,7
"c02","ムラサキインコガイ","r09","MJ2C",2002,7
"c02","ムラサキインコガイ","r10","MJ2C",2002,7
"c02","ムラサキインコガイ","r11","MJ2C",2002,7
"c02","ムラサキインコガイ","r12","MJ2C",2002,7
"c02","ムラサキインコガイ","r13","MJ2C",2002,7
"c02","ムラサキインコガイ","r14","MJ2C",2002,7
"c02","エゾカサネカンザシ","r15","MJ2C",2002,7
"c02","0","r16","MJ2C",2002,7
"c02","0","r17","MJ2C",2002,7
"c02","エゾカサネカンザシ","r18","MJ2C",2002,7
"c02","座マツモ","r19","MJ2C",2002,7
"c02","エゾカサネカンザシ","r20","MJ2C",2002,7
"c03","0","r01","MJ2C",2002,7
"c03","0","r02","MJ2C",2002,7
"c03","イワフジツボ","r03","MJ2C",2002,7
"c03","0","r04","MJ2C",2002,7
"c03","イワフジツボ","r05","MJ2C",2002,7
"c03","ムラサキインコガイ","r06","MJ2C",2002,7
"c03","ムラサキインコガイ","r07","MJ2C",2002,7
"c03","ムラサキインコガイ","r08","MJ2C",2002,7
"c03","ムラサキインコガイ","r09","MJ2C",2002,7
"c03","ムラサキインコガイ","r10","MJ2C",2002,7
"c03","ムラサキインコガイ","r11","MJ2C",2002,7
"c03","ムラサキインコガイ","r12","MJ2C",2002,7
"c03","ムラサキインコガイ","r13","MJ2C",2002,7
"c03","ムラサキインコガイ","r14","MJ2C",2002,7
"c03","ムラサキインコガイ","r15","MJ2C",2002,7
"c03","ムラサキインコガイ","r16","MJ2C",2002,7
"c03","ヒメテングサ","r17","MJ2C",2002,7
"c03","0","r18","MJ2C",2002,7
"c03","エゾカサネカンザシ","r19","MJ2C",2002,7
"c03","エゾカサネカンザシ","r20","MJ2C",2002,7
"c04","0","r01","MJ2C",2002,7
"c04","0","r02","MJ2C",2002,7
"c04","0","r03","MJ2C",2002,7
"c04","0","r04","MJ2C",2002,7
"c04","死マガキ","r05","MJ2C",2002,7
"c04","ムラサキインコガイ","r06","MJ2C",2002,7
"c04","死マガキ","r07","MJ2C",2002,7
"c04","ムラサキインコガイ","r08","MJ2C",2002,7
"c04","ムラサキインコガイ","r09","MJ2C",2002,7
"c04","ムラサキインコガイ","r10","MJ2C",2002,7
"c04","ムラサキインコガイ","r11","MJ2C",2002,7
"c04","死マガキ","r12","MJ2C",2002,7
"c04","ムラサキインコガイ","r13","MJ2C",2002,7
"c04","ムラサキインコガイ","r14","MJ2C",2002,7
"c04","ムラサキインコガイ","r15","MJ2C",2002,7
"c04","座マツモ","r16","MJ2C",2002,7
"c04","0","r17","MJ2C",2002,7
"c04","エゾカサネカンザシ","r18","MJ2C",2002,7
"c04","死マガキ","r19","MJ2C",2002,7
"c04","エゾカサネカンザシ","r20","MJ2C",2002,7
"c05","0","r01","MJ2C",2002,7
"c05","死マガキ","r02","MJ2C",2002,7
"c05","0","r03","MJ2C",2002,7
"c05","死マガキ","r04","MJ2C",2002,7
"c05","死マガキ","r05","MJ2C",2002,7
"c05","ムラサキインコガイ","r06","MJ2C",2002,7
"c05","死マガキ","r07","MJ2C",2002,7
"c05","死マガキ","r08","MJ2C",2002,7
"c05","ムラサキインコガイ","r09","MJ2C",2002,7
"c05","ムラサキインコガイ","r10","MJ2C",2002,7
"c05","ムラサキインコガイ","r11","MJ2C",2002,7
"c05","ムラサキインコガイ","r12","MJ2C",2002,7
"c05","ムラサキインコガイ","r13","MJ2C",2002,7
"c05","死カンザシゴカイ","r14","MJ2C",2002,7
"c05","ムラサキインコガイ","r15","MJ2C",2002,7
"c05","座マツモ","r16","MJ2C",2002,7
"c05","座マツモ","r17","MJ2C",2002,7
"c05","死マガキ","r18","MJ2C",2002,7
"c05","マガキ","r19","MJ2C",2002,7
"c05","チゴケムシ","r20","MJ2C",2002,7
"c06","0","r01","MJ2C",2002,7
"c06","0","r02","MJ2C",2002,7
"c06","死マガキ","r03","MJ2C",2002,7
"c06","死マガキ","r04","MJ2C",2002,7
"c06","0","r05","MJ2C",2002,7
"c06","死マガキ","r06","MJ2C",2002,7
"c06","ムラサキインコガイ","r07","MJ2C",2002,7
"c06","ムラサキインコガイ","r08","MJ2C",2002,7
"c06","ムラサキインコガイ","r09","MJ2C",2002,7
"c06","ムラサキインコガイ","r10","MJ2C",2002,7
"c06","ムラサキインコガイ","r11","MJ2C",2002,7
"c06","ムラサキインコガイ","r12","MJ2C",2002,7
"c06","ムラサキインコガイ","r13","MJ2C",2002,7
"c06","座マツモ","r14","MJ2C",2002,7
"c06","座マツモ","r15","MJ2C",2002,7
"c06","死カンザシゴカイ","r16","MJ2C",2002,7
"c06","座マツモ","r17","MJ2C",2002,7
"c06","エゾカサネカンザシ","r18","MJ2C",2002,7
"c06","0","r19","MJ2C",2002,7
"c06","0","r20","MJ2C",2002,7
"c07","0","r01","MJ2C",2002,7
"c07","0","r02","MJ2C",2002,7
"c07","死マガキ","r03","MJ2C",2002,7
"c07","イワフジツボ","r04","MJ2C",2002,7
"c07","マガキ","r05","MJ2C",2002,7
"c07","死マガキ","r06","MJ2C",2002,7
"c07","ムラサキインコガイ","r07","MJ2C",2002,7
"c07","ムラサキインコガイ","r08","MJ2C",2002,7
"c07","ムラサキインコガイ","r09","MJ2C",2002,7
"c07","ムラサキインコガイ","r10","MJ2C",2002,7
"c07","ムラサキインコガイ","r11","MJ2C",2002,7
"c07","ムラサキインコガイ","r12","MJ2C",2002,7
"c07","ムラサキインコガイ","r13","MJ2C",2002,7
"c07","ムラサキインコガイ","r14","MJ2C",2002,7
"c07","ムラサキインコガイ","r15","MJ2C",2002,7
"c07","褐藻ヘバリspp","r16","MJ2C",2002,7
"c07","座マツモ","r17","MJ2C",2002,7
"c07","座マツモ","r18","MJ2C",2002,7
"c07","ヒメテングサ","r19","MJ2C",2002,7
"c07","エゾカサネカンザシ","r20","MJ2C",2002,7
"c08","0","r01","MJ2C",2002,7
"c08","0","r02","MJ2C",2002,7
"c08","死マガキ","r03","MJ2C",2002,7
"c08","0","r04","MJ2C",2002,7
"c08","ムラサキインコガイ","r05","MJ2C",2002,7
"c08","ムラサキインコガイ","r06","MJ2C",2002,7
"c08","ムラサキインコガイ","r07","MJ2C",2002,7
"c08","ムラサキインコガイ","r08","MJ2C",2002,7
"c08","ムラサキインコガイ","r09","MJ2C",2002,7
"c08","ムラサキインコガイ","r10","MJ2C",2002,7
"c08","ムラサキインコガイ","r11","MJ2C",2002,7
"c08","ムラサキインコガイ","r12","MJ2C",2002,7
"c08","ムラサキインコガイ","r13","MJ2C",2002,7
"c08","ムラサキインコガイ","r14","MJ2C",2002,7
"c08","ムラサキインコガイ","r15","MJ2C",2002,7
"c08","座マツモ","r16","MJ2C",2002,7
"c08","座マツモ","r17","MJ2C",2002,7
"c08","死チシマフジツボ","r18","MJ2C",2002,7
"c08","座マツモ","r19","MJ2C",2002,7
"c08","0","r20","MJ2C",2002,7
"c09","0","r01","MJ2C",2002,7
"c09","0","r02","MJ2C",2002,7
"c09","イワフジツボ","r03","MJ2C",2002,7
"c09","死マガキ","r04","MJ2C",2002,7
"c09","ムラサキインコガイ","r05","MJ2C",2002,7
"c09","死マガキ","r06","MJ2C",2002,7
"c09","ムラサキインコガイ","r07","MJ2C",2002,7
"c09","ムラサキインコガイ","r08","MJ2C",2002,7
"c09","ムラサキインコガイ","r09","MJ2C",2002,7
"c09","ムラサキインコガイ","r10","MJ2C",2002,7
"c09","ムラサキインコガイ","r11","MJ2C",2002,7
"c09","ムラサキインコガイ","r12","MJ2C",2002,7
"c09","ムラサキインコガイ","r13","MJ2C",2002,7
"c09","ムラサキインコガイ","r14","MJ2C",2002,7
"c09","ムラサキインコガイ","r15","MJ2C",2002,7
"c09","0","r16","MJ2C",2002,7
"c09","座マツモ","r17","MJ2C",2002,7
"c09","エゾカサネカンザシ","r18","MJ2C",2002,7
"c09","座マツモ","r19","MJ2C",2002,7
"c09","0","r20","MJ2C",2002,7
"c10","イワフジツボ","r01","MJ2C",2002,7
"c10","0","r02","MJ2C",2002,7
"c10","死マガキ","r03","MJ2C",2002,7
"c10","0","r04","MJ2C",2002,7
"c10","0","r05","MJ2C",2002,7
"c10","死ムラサキインコガイ","r06","MJ2C",2002,7
"c10","ムラサキインコガイ","r07","MJ2C",2002,7
"c10","ムラサキインコガイ","r08","MJ2C",2002,7
"c10","ムラサキインコガイ","r09","MJ2C",2002,7
"c10","ムラサキインコガイ","r10","MJ2C",2002,7
"c10","ムラサキインコガイ","r11","MJ2C",2002,7
"c10","ムラサキインコガイ","r12","MJ2C",2002,7
"c10","ムラサキインコガイ","r13","MJ2C",2002,7
"c10","ムラサキインコガイ","r14","MJ2C",2002,7
"c10","ムラサキインコガイ","r15","MJ2C",2002,7
"c10","ムラサキインコガイ","r16","MJ2C",2002,7
"c10","座マツモ","r17","MJ2C",2002,7
"c10","ムラサキインコガイ","r18","MJ2C",2002,7
"c10","石灰藻","r19","MJ2C",2002,7
"c10","座マツモ","r20","MJ2C",2002,7
"c01","イワフジツボ","r01","MJ3C",2002,7
"c01","0","r02","MJ3C",2002,7
"c01","0","r03","MJ3C",2002,7
"c01","0","r04","MJ3C",2002,7
"c01","0","r05","MJ3C",2002,7
"c01","0","r06","MJ3C",2002,7
"c01","0","r07","MJ3C",2002,7
"c01","0","r08","MJ3C",2002,7
"c01","0","r09","MJ3C",2002,7
"c01","0","r10","MJ3C",2002,7
"c01","ムラサキインコガイ","r11","MJ3C",2002,7
"c01","ムラサキインコガイ","r12","MJ3C",2002,7
"c01","ムラサキインコガイ","r13","MJ3C",2002,7
"c01","ムラサキインコガイ","r14","MJ3C",2002,7
"c01","ムラサキインコガイ","r15","MJ3C",2002,7
"c01","ムラサキインコガイ","r16","MJ3C",2002,7
"c01","0","r17","MJ3C",2002,7
"c01","0","r18","MJ3C",2002,7
"c01","ヒジキ","r19","MJ3C",2002,7
"c01","0","r20","MJ3C",2002,7
"c02","0","r01","MJ3C",2002,7
"c02","0","r02","MJ3C",2002,7
"c02","イワフジツボ","r03","MJ3C",2002,7
"c02","イワフジツボ","r04","MJ3C",2002,7
"c02","イワフジツボ","r05","MJ3C",2002,7
"c02","0","r06","MJ3C",2002,7
"c02","0","r07","MJ3C",2002,7
"c02","ムラサキインコガイ","r08","MJ3C",2002,7
"c02","0","r09","MJ3C",2002,7
"c02","0","r10","MJ3C",2002,7
"c02","ムラサキインコガイ","r11","MJ3C",2002,7
"c02","ムラサキインコガイ","r12","MJ3C",2002,7
"c02","ムラサキインコガイ","r13","MJ3C",2002,7
"c02","ムラサキインコガイ","r14","MJ3C",2002,7
"c02","ムラサキインコガイ","r15","MJ3C",2002,7
"c02","ヒジキ","r16","MJ3C",2002,7
"c02","ヒジキ","r17","MJ3C",2002,7
"c02","石灰藻","r18","MJ3C",2002,7
"c02","コトジツノマタ","r19","MJ3C",2002,7
"c02","ムラサキインコガイ","r20","MJ3C",2002,7
"c03","0","r01","MJ3C",2002,7
"c03","0","r02","MJ3C",2002,7
"c03","0","r03","MJ3C",2002,7
"c03","0","r04","MJ3C",2002,7
"c03","イワフジツボ","r05","MJ3C",2002,7
"c03","0","r06","MJ3C",2002,7
"c03","0","r07","MJ3C",2002,7
"c03","ムラサキインコガイ","r08","MJ3C",2002,7
"c03","ムラサキインコガイ","r09","MJ3C",2002,7
"c03","ムラサキインコガイ","r10","MJ3C",2002,7
"c03","ムラサキインコガイ","r11","MJ3C",2002,7
"c03","ムラサキインコガイ","r12","MJ3C",2002,7
"c03","ムラサキインコガイ","r13","MJ3C",2002,7
"c03","ムラサキインコガイ","r14","MJ3C",2002,7
"c03","ヒジキ","r15","MJ3C",2002,7
"c03","ムラサキインコガイ","r16","MJ3C",2002,7
"c03","エゾカサネカンザシ","r17","MJ3C",2002,7
"c03","ムラサキインコガイ","r18","MJ3C",2002,7
"c03","ムラサキインコガイ","r19","MJ3C",2002,7
"c03","カイノリ","r20","MJ3C",2002,7
"c04","イワフジツボ","r01","MJ3C",2002,7
"c04","0","r02","MJ3C",2002,7
"c04","0","r03","MJ3C",2002,7
"c04","0","r04","MJ3C",2002,7
"c04","0","r05","MJ3C",2002,7
"c04","0","r06","MJ3C",2002,7
"c04","ムラサキインコガイ","r07","MJ3C",2002,7
"c04","ムラサキインコガイ","r08","MJ3C",2002,7
"c04","ムラサキインコガイ","r09","MJ3C",2002,7
"c04","ムラサキインコガイ","r10","MJ3C",2002,7
"c04","ムラサキインコガイ","r11","MJ3C",2002,7
"c04","ムラサキインコガイ","r12","MJ3C",2002,7
"c04","ムラサキインコガイ","r13","MJ3C",2002,7
"c04","ムラサキインコガイ","r14","MJ3C",2002,7
"c04","ヒジキ","r15","MJ3C",2002,7
"c04","ムラサキインコガイ","r16","MJ3C",2002,7
"c04","ムラサキインコガイ","r17","MJ3C",2002,7
"c04","ウミトラノオ","r18","MJ3C",2002,7
"c04","ムラサキインコガイ","r19","MJ3C",2002,7
"c04","ヒジキ","r20","MJ3C",2002,7
"c05","0","r01","MJ3C",2002,7
"c05","0","r02","MJ3C",2002,7
"c05","イワフジツボ","r03","MJ3C",2002,7
"c05","0","r04","MJ3C",2002,7
"c05","0","r05","MJ3C",2002,7
"c05","0","r06","MJ3C",2002,7
"c05","ムラサキインコガイ","r07","MJ3C",2002,7
"c05","ムラサキインコガイ","r08","MJ3C",2002,7
"c05","ムラサキインコガイ","r09","MJ3C",2002,7
"c05","ムラサキインコガイ","r10","MJ3C",2002,7
"c05","ムラサキインコガイ","r11","MJ3C",2002,7
"c05","ムラサキインコガイ","r12","MJ3C",2002,7
"c05","ムラサキインコガイ","r13","MJ3C",2002,7
"c05","ムラサキインコガイ","r14","MJ3C",2002,7
"c05","ムラサキインコガイ","r15","MJ3C",2002,7
"c05","ムラサキインコガイ","r16","MJ3C",2002,7
"c05","ムラサキインコガイ","r17","MJ3C",2002,7
"c05","ムラサキインコガイ","r18","MJ3C",2002,7
"c05","ヒジキ","r19","MJ3C",2002,7
"c05","ヒジキ","r20","MJ3C",2002,7
"c06","イワフジツボ","r01","MJ3C",2002,7
"c06","イワフジツボ","r02","MJ3C",2002,7
"c06","イワフジツボ","r03","MJ3C",2002,7
"c06","0","r04","MJ3C",2002,7
"c06","0","r05","MJ3C",2002,7
"c06","イワフジツボ","r06","MJ3C",2002,7
"c06","マガキ","r07","MJ3C",2002,7
"c06","ムラサキインコガイ","r08","MJ3C",2002,7
"c06","ムラサキインコガイ","r09","MJ3C",2002,7
"c06","ムラサキインコガイ","r10","MJ3C",2002,7
"c06","ムラサキインコガイ","r11","MJ3C",2002,7
"c06","ムラサキインコガイ","r12","MJ3C",2002,7
"c06","ムラサキインコガイ","r13","MJ3C",2002,7
"c06","ムラサキインコガイ","r14","MJ3C",2002,7
"c06","ムラサキインコガイ","r15","MJ3C",2002,7
"c06","ムラサキインコガイ","r16","MJ3C",2002,7
"c06","エゾカサネカンザシ","r17","MJ3C",2002,7
"c06","0","r18","MJ3C",2002,7
"c06","ヒジキ","r19","MJ3C",2002,7
"c06","ヒジキ","r20","MJ3C",2002,7
"c07","0","r01","MJ3C",2002,7
"c07","0","r02","MJ3C",2002,7
"c07","イワフジツボ","r03","MJ3C",2002,7
"c07","イワフジツボ","r04","MJ3C",2002,7
"c07","0","r05","MJ3C",2002,7
"c07","0","r06","MJ3C",2002,7
"c07","ムラサキインコガイ","r07","MJ3C",2002,7
"c07","ムラサキインコガイ","r08","MJ3C",2002,7
"c07","ムラサキインコガイ","r09","MJ3C",2002,7
"c07","ムラサキインコガイ","r10","MJ3C",2002,7
"c07","ムラサキインコガイ","r11","MJ3C",2002,7
"c07","ムラサキインコガイ","r12","MJ3C",2002,7
"c07","ムラサキインコガイ","r13","MJ3C",2002,7
"c07","ムラサキインコガイ","r14","MJ3C",2002,7
"c07","ムラサキインコガイ","r15","MJ3C",2002,7
"c07","ムラサキインコガイ","r16","MJ3C",2002,7
"c07","褐藻ヘバリspp","r17","MJ3C",2002,7
"c07","ムラサキインコガイ","r18","MJ3C",2002,7
"c07","カイノリ","r19","MJ3C",2002,7
"c07","0","r20","MJ3C",2002,7
"c08","イワフジツボ","r01","MJ3C",2002,7
"c08","イワフジツボ","r02","MJ3C",2002,7
"c08","0","r03","MJ3C",2002,7
"c08","0","r04","MJ3C",2002,7
"c08","0","r05","MJ3C",2002,7
"c08","0","r06","MJ3C",2002,7
"c08","ムラサキインコガイ","r07","MJ3C",2002,7
"c08","ムラサキインコガイ","r08","MJ3C",2002,7
